kf,mse,mae,mape,r2
1,0.08243324629747359,0.23091210902968967,0.07185894630919673,0.4808400929621961
1,0.08449901052699073,0.23331753229125454,0.07112647238817356,0.4678300270782445
1,0.13641233198100397,0.29952963921755593,0.08845445274489581,0.1408828746777312
1,0.17247255815029722,0.3220997433720331,0.0969527874994923,-0.08622238329372656
1,0.146726435143824,0.316415968838554,0.09831036820841932,0.07592523829077169
2,0.07908805783793714,0.23973599819447924,0.0770635776282942,-0.007745560101832583
2,0.06011398362087321,0.19565515685136078,0.062321087530759024,0.2340234195900267
2,0.06745846362666677,0.20944854582843814,0.06589565791162202,0.14043954208147014
2,0.09678485066489417,0.27292706750719686,0.08762813322559258,-0.23323933105714034
2,0.05943296405449959,0.20011353618623148,0.06352031434618882,0.2427010184983449
3,0.04629537485673755,0.17712735124701193,0.052612460241124946,0.025442794417690262
3,0.04167341519052905,0.16494335023661463,0.04879526000885945,0.12273899540003874
3,0.03766806462476062,0.1552648524816682,0.045695512861039574,0.2070550478530565
3,0.03967804593367482,0.143912576854869,0.04232181165732644,0.16474322353475712
3,0.05538212826602513,0.17106487104234244,0.050250311073662735,-0.1658411305483487
4,0.07488829426198997,0.2355610769968845,0.07313745000714857,0.40523488526502127
4,0.07432588698798881,0.22257985959961993,0.06812362599156031,0.40970154097063616
4,0.07860871583095262,0.22629281242077098,0.07206441895021586,0.3756871838100334
4,0.06724381860237441,0.21063421585718828,0.06651825592148139,0.465947543866563
4,0.08411942184430134,0.25864635845322576,0.08095442719182844,0.331920988751113
5,0.04951379183272625,0.17628478607076356,0.055473346070580985,0.051378440870676334
5,0.07050789113227106,0.21766568104915712,0.06882389082667716,-0.3508419198185422
5,0.09042819561891098,0.20848008463882578,0.06557561085070328,-0.7324897314886094
5,0.08908616660361819,0.22921837769182546,0.0726286979990556,-0.7067781547791399
5,0.06741744587767347,0.2027478817772057,0.06418704138483179,-0.29163290173880596
6,0.16146523781258085,0.29361294944335414,0.08224840967421918,-0.2880628172653128
6,0.13874681509492878,0.26751802100507394,0.07556313951905656,-0.10683027479391316
6,0.16850438788525945,0.28138524474469795,0.07813003224174485,-0.34421649837091417
6,0.09632263441292505,0.23032332761983057,0.06798019737398142,0.23160176438508973
6,0.11628222665283876,0.24253009554559596,0.06826862143020994,0.07237734580248545
7,0.09778079994082732,0.1980968828901314,0.05483599506930926,0.27005605700138846
7,0.11509419596680914,0.24434749401792843,0.06968515535989268,0.14080973697179655
7,0.15056804904863758,0.2670995891418616,0.07575744094611422,-0.12400630265534063
7,0.14915499278785835,0.23431269093462867,0.06444278033583327,-0.11345768923331634
7,0.12856400415182392,0.21706805854002323,0.05944940939420906,0.040256203926917866
8,0.05139700673308497,0.17174313659832502,0.050520459516370055,0.3690841963644512
8,0.06663916365395431,0.18075674633156424,0.05245292848540697,0.18198151677048313
8,0.06569682526141797,0.19025309679739513,0.05617435811520104,0.19354904223575464
8,0.10682330601098766,0.25606742409446126,0.07528259803871527,-0.31129254878464274
8,0.08587927037265644,0.21734616198033607,0.0632234994346854,-0.05419736141795628
