kf,mse,mae,mape,r2
1,0.15558306410588746,0.3307045155808742,0.09743451431149817,0.020146691707509046
1,0.1368596909363904,0.2966962023046609,0.0900099410545597,0.1380654333646374
1,0.23666899744844608,0.39070005589525303,0.11704045935905737,-0.4905279148011814
1,0.19210634486507744,0.37213088396254035,0.1133308265662846,-0.20987485779245052
1,0.1745460423081018,0.3356641299614204,0.09940855290795542,-0.09928106884792132
2,0.16814412256547753,0.3377719456365966,0.10961466986904522,-1.1425041606129556
2,0.1335317553111049,0.2718384264336787,0.08767920466182204,-0.7014709581453566
2,0.11997011406101427,0.27886256075753124,0.09040417125097833,-0.5286675775707861
2,0.0996984759030963,0.2739436080372261,0.08759336498733919,-0.27036494746329254
2,0.0985762412413931,0.251638965065642,0.08121072684156079,-0.25606535497562244
3,0.05048031962160958,0.18837787985990573,0.055560390792043744,-0.06265386941084428
3,0.05500442195295324,0.18668348899808407,0.05543190683614411,-0.15789008986367503
3,0.05921127371581862,0.17937510759598443,0.0525061878190377,-0.2464479147220784
3,0.03891851286052063,0.1512226249452753,0.04523679641687228,0.18073204383508057
3,0.0781851438989184,0.22001532340372898,0.0647128216463451,-0.6458640974821181
4,0.10860411821937284,0.27110047530171,0.0819939882561468,0.137462784137393
4,0.08710170596785476,0.23682544295373537,0.0751142759882101,0.3082355973772325
4,0.07623045513232803,0.23159368942296302,0.07221083173077958,0.3945754027396652
4,0.07776898064040223,0.2156273889847146,0.06800271920225186,0.3823563862785452
4,0.07939268512216402,0.23301969167661984,0.07386661792328726,0.36946087581315457
5,0.05822695290829981,0.18086581314317254,0.058662405071106725,-0.11555469308074984
5,0.04529210541026865,0.1661147126016686,0.05339173694391182,0.13226060739422374
5,0.03123907754276856,0.14164882099945333,0.045978239236003374,0.4014988279528967
5,0.04778310982312033,0.17948729311431616,0.0578257609704373,0.08453611685428608
5,0.09014509946550925,0.2145760698311767,0.06893513879733726,-0.7270659676344751
6,0.10278457693484631,0.2555771948106478,0.07460516978068842,0.18005266315096713
6,0.0898657828644347,0.23567193068830147,0.06731820478514973,0.28311025320214434
6,0.1054881808022781,0.23945202049422556,0.0683787284078214,0.15848510061285725
6,0.08739172703665954,0.21034497268248983,0.059515313198071115,0.3028466333838322
6,0.10257289761653263,0.25443828028907317,0.073149585997488,0.1817413006731835
7,0.1652421118044595,0.2811699560155666,0.07980662271965004,-0.23354972257290818
7,0.1470634000182629,0.2677878908386655,0.0770241013770933,-0.09784372949572173
7,0.21962026332729045,0.3707214651223623,0.10771907615430874,-0.6394883358750254
7,0.15148279850066143,0.27839811275316323,0.07963109803435982,-0.1308350034050807
7,0.16773439856771147,0.29688216615759805,0.08589412012195449,-0.25215490506427973
8,0.07878373907569411,0.21905412293974505,0.06301959892215125,0.0329027075353292
8,0.0848126990315793,0.23720847266586176,0.06963350212885686,-0.04110483409851695
8,0.0684070493404505,0.20652811903081475,0.06134777568448517,0.16028011644528606
8,0.0521814860884753,0.17889535548699156,0.054855990576558364,0.35945444447030084
8,0.044912140901171786,0.16947624420527985,0.04997795729319642,0.4486881382643697
