kf,mse,mae,mape,r2
1,0.0633209801937435,0.2136033954742909,0.06647828158472234,0.6012080602491812
1,0.12693130513139736,0.27946020555941103,0.09070761728989511,0.20059384372172895
1,0.15725175269309793,0.3365473049405889,0.10314938242981934,0.009637385684487909
1,0.11241714404259254,0.2687912274630763,0.085961501975053,0.2920032065703514
1,0.07374894211479548,0.2224184203620446,0.07123855452269685,0.53553334786444
2,0.14659913258851787,0.3140041392089154,0.10197244339757663,-0.8679763926380437
2,0.09860894055589908,0.26739779548346215,0.08451193929760734,-0.25648201192627496
2,0.12851170530302772,0.28100046814329466,0.08866720465269312,-0.6375051301123122
2,0.14448373765590608,0.29514815370743996,0.09259902271402559,-0.8410218825706735
2,0.056349340243590666,0.20072573527759321,0.06498618587057449,0.2819927685984106
3,0.08725565393243331,0.22063305679288378,0.06429527776656632,-0.8368060855062658
3,0.08953886321836865,0.21953348589388363,0.06452852097518424,-0.8848695922463323
3,0.04213595881309574,0.17069580342001203,0.05077676693293724,0.11300205684703102
3,0.06605616221773361,0.20461956630502715,0.05991410129829222,-0.3905386674504352
3,0.09081702351898649,0.21770197405308986,0.06410988763256825,-0.9117759589127874
4,0.08783091269572715,0.23966052897415818,0.07580981023546629,0.3024442153269049
4,0.07883808900398027,0.21573457832903783,0.06849595313460984,0.3738654950812762
4,0.08306531090050988,0.23506444736216134,0.07494320717766215,0.34029276998349356
4,0.11132613291153026,0.26736342846249783,0.08517285890098679,0.11584446051758235
4,0.10217860696076154,0.26954355769517446,0.08529687285625175,0.18849439032659354
5,0.05980521843913818,0.20238412640216857,0.06427586954353623,-0.14579226231483133
5,0.04915113301073184,0.172089103297687,0.05588280320999231,0.05832652471597288
5,0.049102090190894135,0.18668084900598672,0.05961867466635239,0.059266123048003605
5,0.027083762188242818,0.1219943143718368,0.038712710231168096,0.4811094088512652
5,0.06180955955151608,0.2202761518365585,0.07048366085246728,-0.18419290021132584
6,0.17276851474613714,0.26891580710405166,0.0748571046242259,-0.37823288067094896
6,0.17596857727552725,0.2780384361609206,0.07759211193053198,-0.4037608618814672
6,0.13582126315321388,0.2702372840560038,0.07679220725753247,-0.08349215739383675
6,0.17365475096291189,0.2935995590824028,0.08200331365768845,-0.3853026867394631
6,0.11021763824778699,0.23118515342550536,0.06534842738018352,0.12075661884225086
7,0.15005585839611155,0.2747894608081798,0.07876001244630085,-0.12018274563087217
7,0.10642455598078414,0.22714157074443256,0.06388830061569217,0.20552951017478904
7,0.17846068596347406,0.2693532813853972,0.07480039677897499,-0.3322277672226728
7,0.18483252949592807,0.2878304589625244,0.08043310403751086,-0.3797942485264083
7,0.1917830299391005,0.2727207357198114,0.07479002007748539,-0.4316804644540049
8,0.03988052026426569,0.15064685031818426,0.0445162689099751,0.510452999284561
8,0.053644749161463556,0.18009115198317022,0.05248544375959403,0.3414923907184364
8,0.05270241505390194,0.17098236477691917,0.05016500368538071,0.3530598635841805
8,0.05578874253718092,0.18590762382937753,0.05570313121100221,0.31517414011184475
8,0.08007395134198034,0.24376787734489105,0.07264574973067683,0.01706491151207501
