kf,mse,mae,mape,r2
1,0.09101645207369305,0.2529660915258258,0.07883669518405138,0.4267835500864243
1,0.14400857255886204,0.2879157425818826,0.0868066844829668,0.09304218261028252
1,0.0740605845549662,0.2183711238651919,0.07094505367561807,0.5335706414621686
1,0.12395565838669415,0.26402153580139687,0.0806148932794634,0.21933429804986104
1,0.11235159180686197,0.2719800888396261,0.08456927237105076,0.29241605083084776
2,0.2617936638147727,0.4263627948870106,0.13794439552188234,-2.3357931599829795
2,0.18531473340804325,0.3780407679035219,0.12152544770892314,-1.3612932839505087
2,0.2356356943548766,0.3822182028533245,0.12069343690997612,-2.0024864850548103
2,0.15877668088978303,0.3254527819110904,0.10449968035866374,-1.0231435641302609
2,0.35094862579164676,0.49315210791579267,0.15745643949263616,-3.471811916156624
3,0.031508671237536263,0.14117814999754802,0.04202691630695097,0.3367155425808994
3,0.09552627772373672,0.2569665332326501,0.07604224371544654,-1.0109097845348995
3,0.06512274241719897,0.19145146600639013,0.05585548712696907,-0.37088938293207363
3,0.05690477709062194,0.19106075229772418,0.05667104855883797,-0.19789418958878735
3,0.08452712530182578,0.22807107661538825,0.066419240182872,-0.7793682259830435
4,0.09292266521731386,0.2435497430038585,0.07704271739486682,0.26200536166428756
4,0.08201440593813197,0.22657149512816846,0.07106330204411183,0.3486390892138075
4,0.084685651227556,0.24254508208271583,0.07530617622074344,0.3274239777373542
4,0.075731021918762,0.22862372770193612,0.06977167682365201,0.39854191653860227
4,0.07960580963067004,0.22864113129295274,0.06947859533209985,0.3677682344730945
5,0.08507302668744217,0.2357582931369151,0.0746979198475374,-0.6298914752626903
5,0.06719297613426906,0.20296121999290404,0.06376293282342606,-0.28733234566980137
5,0.07837435883818121,0.21946436742535133,0.06865228701264868,-0.5015534808565465
5,0.03994363974214128,0.15173180056331734,0.04725567644380405,0.23473043758192502
5,0.06169526439043412,0.20115904272956114,0.06360670253473118,-0.18200314964096376
6,0.11552208836485726,0.2131692350812617,0.058585447601300446,0.0784412260406897
6,0.09964077732304574,0.21487942387423575,0.05947723038306399,0.20513181603707464
6,0.13136039025588772,0.21646288676951003,0.05841541549533965,-0.047906265412171134
6,0.14025381429682762,0.2502519364455196,0.0694252858953706,-0.1188521171663719
6,0.11774560608832575,0.22770561379904575,0.06261341887197093,0.06070347306097679
7,0.1969524901032557,0.31579912359952445,0.08942272146131802,-0.4702710276083377
7,0.1801913810663939,0.28360110307910685,0.07944710993941607,-0.3451475879678312
7,0.16155629969932134,0.25821085550986117,0.0721016768838477,-0.2060347480298006
7,0.18975353970359676,0.30854864695273226,0.08817409274487077,-0.4165301066570011
7,0.16997953744934094,0.28908783174597696,0.08225767469707619,-0.26891510265754826
8,0.0534740623166814,0.19113288228072456,0.057304409417834885,0.3435876300074674
8,0.11282514514964456,0.26099164880663,0.07713688023335168,-0.3849671731284663
8,0.0900502573537704,0.23424759252498192,0.06994986533118146,-0.10539765050889605
8,0.07335633561982284,0.2232815505440568,0.06620028761920177,0.09952593777124763
8,0.09713917230638831,0.24386293583641513,0.07259782718347321,-0.19241650157665613
