kf,mse,mae,mape,r2
1,0.17895959689783228,0.3654682145733961,0.11317225083553822,-0.12707738518177147
1,0.10840553470452463,0.2777915857971775,0.08385687171227289,0.31726809451990123
1,0.1195516154331116,0.29225492028110667,0.09131295641982012,0.2470707106390433
1,0.06342853055530993,0.20656172206414003,0.06365135912121185,0.6005307141755931
1,0.09152151034789834,0.23301812637559444,0.07571054665377186,0.4236027217378855
2,0.06648317940729466,0.22232001789555025,0.07139597817765755,0.15286668176321072
2,0.06637586393544939,0.21880156852686608,0.06929515349210065,0.15423410300528906
2,0.09867625946092007,0.26724308498844573,0.08727768352442657,-0.2573397941186868
2,0.06566448434286098,0.2281400099351276,0.072577980663083,0.16329855148937023
2,0.09459745765172124,0.23805814299308975,0.07489136452214067,-0.20536741641561762
3,0.06877112573854696,0.21379730737135902,0.06334816413400456,-0.44769096981950685
3,0.03349216319767663,0.14644506972433333,0.04336008726596391,0.29496134169255606
3,0.07581426676157241,0.21926605624024484,0.06402497536817221,-0.5959551075473573
3,0.053595669192278324,0.19377296567932642,0.05756524901691792,-0.1282346403063872
3,0.05995055269744482,0.20715948476272703,0.06204767359119996,-0.2620103690862321
4,0.11498722074154419,0.2938176009312955,0.08673640563523892,0.08676798942511321
4,0.06814529922699655,0.21685219313220738,0.06706341905072381,0.4587879572793855
4,0.08455720825194014,0.24397423458569326,0.07703159094504664,0.32844407576311263
4,0.0751060578527305,0.23500795451924453,0.07198200332710501,0.4035054001925107
4,0.11082254138434218,0.2937621301472379,0.08850038413157396,0.11984399977000204
5,0.042239043290552725,0.16385837420618196,0.052077204848956664,0.1907534119426597
5,0.04227186189436203,0.17484040806281304,0.056467832209599854,0.19012464904727877
5,0.034193967616791825,0.14738093855649192,0.046647786307230495,0.3448868754984088
5,0.036671598494787586,0.16154333541637117,0.0514173188525911,0.2974186049532749
5,0.03993825268572216,0.15273010406987722,0.04828271711767733,0.23483364676203955
6,0.12525771232256616,0.25181692688818896,0.0710409339563763,0.0007768606782951881
6,0.12444371565485993,0.24716223030060078,0.0687540591087696,0.007270387429033187
6,0.1102282742891161,0.23137176133964746,0.06542341884139871,0.12067177154295283
6,0.08113474151483611,0.20833874737253205,0.05861208603015651,0.3527607233019544
6,0.09554333572634134,0.22409419810455058,0.06264743567798486,0.2378184936039034
7,0.11263867266825761,0.19631797804393467,0.05353280119785859,0.1591404763373402
7,0.11221885720845969,0.2070935156203932,0.05690901488108681,0.162274442844488
7,0.11488778814086284,0.21935341315696655,0.061155511557798754,0.14235059307471454
7,0.14876302279969633,0.2407656586443402,0.06638113990290381,-0.11053159209697427
7,0.1433016212652962,0.2240273517151357,0.06110093450206673,-0.06976165594661388
8,0.08543855194309366,0.21330254362385356,0.062420834471235705,-0.04878739224195727
8,0.09257937375794405,0.19678095829669456,0.057242094888945556,-0.1364434177636633
8,0.053069089104482964,0.17771512745828913,0.05248460070623451,0.3485588144375633
8,0.09532958684015164,0.2585126900160072,0.07673203555270644,-0.17020322221961148
8,0.06714533660939712,0.18470406093993613,0.054424260474722264,0.1757680709443431
