kf,mse,mae,mape,r2
1,0.12760201730657061,0.2947637805245414,0.09472468300628469,0.1963697365058671
1,0.14889319178157234,0.30933189954641854,0.09547978518403072,0.062279127951168856
1,0.11840044692029653,0.2742486616081596,0.08432832620058404,0.25432070460314415
1,0.10448362909911538,0.2697693192705768,0.08319929616287133,0.34196803345191584
1,0.11718583182547153,0.27334269535992706,0.08584085473487228,0.26197028154010604
2,0.06807021246435585,0.2255795325553031,0.07264708658050269,0.13264459563908948
2,0.09018926289864371,0.24725501559549076,0.07856070094574782,-0.14919789080176216
2,0.0702750594961583,0.23682445475006367,0.0748590046148018,0.10455028067240191
2,0.08409929522920188,0.2524874492734906,0.08106027181593652,-0.07159909715557644
2,0.06045208194202336,0.20938763857601264,0.0664712734637192,0.2297153471536657
3,0.05878575057903933,0.1903021354784413,0.05557498294657395,-0.23749028903325886
3,0.03649797752280132,0.155787127076814,0.046683220146823495,0.23168638132647823
3,0.051314026191856744,0.17408371127614955,0.0518991634710139,-0.08020410521496046
3,0.05925018913111447,0.19445037298415735,0.0582513028572799,-0.2472671174718597
3,0.05943352187288582,0.20006552506584363,0.0593865581923333,-0.25112642836555765
4,0.09957951217805039,0.2716494918110457,0.08559741035337151,0.2091364802804423
4,0.09644829445186698,0.27024656258928637,0.08453324547777638,0.23400470686413832
4,0.08921697850255643,0.24572513916651442,0.07764477539835209,0.2914360384582342
4,0.09017746570172684,0.2529484964915293,0.07882837879335707,0.28380781985817427
4,0.09023993565991727,0.24122935294148048,0.07719386472463098,0.28331168154688313
5,0.0572802299244066,0.20223523265571397,0.06507422561928712,-0.09741667941218735
5,0.06448893646678569,0.22581488323144533,0.07276577171875621,-0.23552636938785176
5,0.05792527753140145,0.2016525285548255,0.06421018187219485,-0.10977497482869092
5,0.06461116947060763,0.22668938225949495,0.07280646030672858,-0.2378681989745326
5,0.09613992060291024,0.25885714452095887,0.08325769111841573,-0.8419191502239785
6,0.13981911529611105,0.2973619418099737,0.08504181410045263,-0.11538437620174813
6,0.16444809994427378,0.28296432651723846,0.07975633779308994,-0.3118581174358803
6,0.12251378089669002,0.26193836379508645,0.07564888649604642,0.022666129790816614
6,0.1963037065905383,0.32676525775581694,0.091894907426819,-0.5659810667366494
6,0.09369202452871353,0.22316957917353622,0.06422305600777549,0.2525870292290092
7,0.13688140515567165,0.23810278494730272,0.06630815607681884,-0.021834068272974738
7,0.18126400777209833,0.2807547544953773,0.07841475195464795,-0.3531548590006035
7,0.17366645161009925,0.25362194271722144,0.06957181860358264,-0.2964383041616263
7,0.11936010985155847,0.22286721478472107,0.06191912813292958,0.10896424170676677
7,0.16729737867046837,0.24111670306198518,0.06575495751109389,-0.24889250562435383
8,0.07327695070270027,0.1724661594181704,0.050470889119352005,0.1005004147294688
8,0.07704251114528637,0.20684876028405758,0.06056566837710313,0.054276874804075836
8,0.07391144324066005,0.2139963115031738,0.06491912267383657,0.09271180222200215
8,0.061032907326877266,0.19894652901189386,0.06011601970289871,0.2508002270575128
8,0.08604785620441403,0.21996791442501162,0.06582909951384779,-0.05626681005486378
