kf,mse,mae,mape,r2
1,0.16912214058677846,0.34536409625476605,0.10336634036462057,-0.0651216436171973
1,0.13812336632521846,0.3077313720447626,0.09470200827239206,0.13010687748024952
1,0.15175886067852165,0.3014715502773702,0.09310848805247426,0.04423130786687213
1,0.13862509458029046,0.3008304275980384,0.09241872545695387,0.12694702140323122
1,0.1825476550763871,0.34039018582584285,0.1028308019862188,-0.14967477196552892
2,0.1095003797691406,0.26027753117864727,0.08151043123522002,-0.39526149153815426
2,0.1722680366006313,0.3239068994515381,0.10103637273138495,-1.1950513614518457
2,0.11446721812333087,0.2591062224694824,0.08194028156548781,-0.45854929295863345
2,0.1558856637760799,0.32021298437466034,0.10113689027078944,-0.9863060220264612
2,0.1021421548709173,0.2328790484569251,0.0721512831052685,-0.30150247564968535
3,0.0456886240767561,0.159918916161223,0.04733746059416902,0.03821541687627161
3,0.03641217474839037,0.14748809978681213,0.04328950599614513,0.23349260305640063
3,0.054100491151686955,0.1892139048763534,0.056532224258350146,-0.13886157398173382
3,0.06003592218276976,0.19956919085259744,0.05853127108358287,-0.26380746971059765
3,0.04984773143600488,0.15390863740505054,0.04484327639746073,-0.04933734748278873
4,0.09123418097619403,0.22898879595126745,0.07461191541826376,0.2754153549522179
4,0.10843902048763868,0.2925057886276748,0.08823152332416599,0.1387739953530448
4,0.07780571678233165,0.22312238407604973,0.06971242311722509,0.38206462672006025
4,0.07728891984739449,0.22173580293113107,0.06897394619094495,0.3861690437231672
4,0.08996784922617641,0.2664812725621443,0.08365605629090261,0.28547260029361776
5,0.06206610548349099,0.2189433816133555,0.07058968864282145,-0.1891079954397521
5,0.07422106500008852,0.22383109890048616,0.0703866231793774,-0.42198162965347175
5,0.07414222171003373,0.21939019248729402,0.07050890799736005,-0.42047109204424715
5,0.05853428107729446,0.20726037659785262,0.06537901345358316,-0.12144271167203402
5,0.056886548981916314,0.20427502227018407,0.06467056761733155,-0.08987425101715996
6,0.11015069964349028,0.24061926152340568,0.06846931360391013,0.12129061073055014
6,0.14056189405198374,0.28914139179897147,0.08179276217541978,-0.12130977358049999
6,0.08646155461366402,0.22475410518384328,0.06462218213297967,0.310266933430687
6,0.1655510827757407,0.28971312328208326,0.0807003367216101,-0.32065698456382297
6,0.14807050390769871,0.28698795372842545,0.08105120066040702,-0.18120849416904217
7,0.1474821399277846,0.23786743252966835,0.06553992202930452,-0.10096966690707587
7,0.11303667111333145,0.23711878060782524,0.06737298050385032,0.15616937613688853
7,0.16269298271980495,0.23234246856892196,0.06347326563034067,-0.2145202061812319
7,0.1419396768077286,0.24564038241184405,0.06889012412269402,-0.05959459750463325
7,0.18626101277606585,0.25732800367738407,0.0703707138827109,-0.39045802626848425
8,0.055468789513485384,0.1792668854094504,0.0532258220638533,0.31910167270374856
8,0.1002189421127843,0.22923107322457223,0.06639085428637027,-0.23022172732658386
8,0.08167374553634515,0.19312859956522796,0.05533420812856778,-0.0025731083638846908
8,0.07416619686604532,0.19433513636472485,0.05690336239040341,0.08958461450222477
8,0.11426807354656926,0.2601607958602773,0.07616697058382808,-0.4026796117897682
